Condition,Talker,Target,Trial,current_stimulus,response_response,response_time_response,subject_nr,time_Audio1,time_Audio10,time_Audio11,time_Audio12,time_Audio13,time_Audio14,time_Audio15,time_Audio16,time_Audio2,time_Audio3,time_Audio4,time_Audio5,time_Audio6,time_Audio7,time_Audio8,time_Audio9,time_response,title
Blocked,Male,tile,16,M_bluff.wav,NA,NA,3410,252541.6869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mapping
Blocked,Male,tile,16,M_tile.wav,None,717.2267903,3410,252541.6869,NA,NA,NA,NA,NA,NA,NA,253308.3687,NA,NA,NA,NA,NA,NA,NA,252556.6178,Mapping
Blocked,Male,tile,16,M_cad.wav,None,718.9859864,3410,252541.6869,NA,NA,NA,NA,NA,NA,NA,253308.3687,254074.7742,NA,NA,NA,NA,NA,NA,253320.5635,Mapping
Blocked,Male,tile,16,M_knife.wav,None,719.7100697,3410,252541.6869,NA,NA,NA,NA,NA,NA,NA,253308.3687,254074.7742,254841.4411,NA,NA,NA,NA,NA,254085.5995,Mapping
Blocked,Male,tile,16,M_tile.wav,None,717.9740621,3410,252541.6869,NA,NA,NA,NA,NA,NA,NA,253308.3687,254074.7742,254841.4411,255591.0384,NA,NA,NA,NA,254853.1721,Mapping
Blocked,Male,tile,16,M_park.wav,None,736.073989,3410,252541.6869,NA,NA,NA,NA,NA,NA,NA,253308.3687,254074.7742,254841.4411,255591.0384,256357.5965,NA,NA,NA,255600.7881,Mapping
Blocked,Male,tile,16,M_tile.wav,None,731.6487925,3410,252541.6869,NA,NA,NA,NA,NA,NA,NA,253308.3687,254074.7742,254841.4411,255591.0384,256357.5965,257124.4051,NA,NA,256370.7821,Mapping
Blocked,Male,tile,16,M_romp.wav,None,733.6766599,3410,252541.6869,NA,NA,NA,NA,NA,NA,NA,253308.3687,254074.7742,254841.4411,255591.0384,256357.5965,257124.4051,257891.0069,NA,257134.4294,Mapping
Blocked,Male,tile,16,M_cad.wav,None,733.2509281,3410,252541.6869,NA,NA,NA,NA,NA,NA,NA,253308.3687,254074.7742,254841.4411,255591.0384,256357.5965,257124.4051,257891.0069,258657.7264,257900.6834,Mapping
Blocked,Male,tile,16,M_reek.wav,None,732.0330953,3410,252541.6869,259424.3603,NA,NA,NA,NA,NA,NA,253308.3687,254074.7742,254841.4411,255591.0384,256357.5965,257124.4051,257891.0069,258657.7264,258667.9056,Mapping
Blocked,Male,tile,16,M_greet.wav,None,730.9123422,3410,252541.6869,259424.3603,260191.278,NA,NA,NA,NA,NA,253308.3687,254074.7742,254841.4411,255591.0384,256357.5965,257124.4051,257891.0069,258657.7264,259434.6307,Mapping
Blocked,Male,tile,16,M_greet.wav,None,729.2706324,3410,252541.6869,259424.3603,260191.278,260958.0109,NA,NA,NA,NA,253308.3687,254074.7742,254841.4411,255591.0384,256357.5965,257124.4051,257891.0069,258657.7264,260202.0141,Mapping
Blocked,Male,tile,16,M_cling.wav,None,722.5795062,3410,252541.6869,259424.3603,260191.278,260958.0109,261724.8355,NA,NA,NA,253308.3687,254074.7742,254841.4411,255591.0384,256357.5965,257124.4051,257891.0069,258657.7264,260974.3717,Mapping
Blocked,Male,tile,16,M_tile.wav,None,728.1913091,3410,252541.6869,259424.3603,260191.278,260958.0109,261724.8355,262491.2586,NA,NA,253308.3687,254074.7742,254841.4411,255591.0384,256357.5965,257124.4051,257891.0069,258657.7264,261734.4583,Mapping
Blocked,Male,tile,16,M_jolt.wav,None,727.5562668,3410,252541.6869,259424.3603,260191.278,260958.0109,261724.8355,262491.2586,263257.8767,NA,253308.3687,254074.7742,254841.4411,255591.0384,256357.5965,257124.4051,257891.0069,258657.7264,262500.826,Mapping
Blocked,Male,tile,16,M_park.wav,None,726.5950474,3410,252541.6869,259424.3603,260191.278,260958.0109,261724.8355,262491.2586,263257.8767,264024.749,253308.3687,254074.7742,254841.4411,255591.0384,256357.5965,257124.4051,257891.0069,258657.7264,263267.5597,Mapping
Blocked,Male,tile,13,M_park.wav,None,725.0566017,3410,267191.5557,259424.3603,260191.278,260958.0109,261724.8355,262491.2586,263257.8767,264024.749,253308.3687,254074.7742,254841.4411,255591.0384,256357.5965,257124.4051,257891.0069,258657.7264,264034.8494,Mapping
Blocked,Male,tile,13,M_priest.wav,space,0.024115667,3410,267191.5557,259424.3603,260191.278,260958.0109,261724.8355,262491.2586,263257.8767,264024.749,267958.2156,254074.7742,254841.4411,255591.0384,256357.5965,257124.4051,257891.0069,258657.7264,267201.1502,Mapping
Blocked,Male,tile,13,M_cad.wav,None,721.4995641,3410,267191.5557,259424.3603,260191.278,260958.0109,261724.8355,262491.2586,263257.8767,264024.749,267958.2156,268725.0612,254841.4411,255591.0384,256357.5965,257124.4051,257891.0069,258657.7264,267968.2532,Mapping
Blocked,Male,tile,13,M_tile.wav,None,720.4468292,3410,267191.5557,259424.3603,260191.278,260958.0109,261724.8355,262491.2586,263257.8767,264024.749,267958.2156,268725.0612,269492.2684,255591.0384,256357.5965,257124.4051,257891.0069,258657.7264,268735.2086,Mapping
Blocked,Male,tile,13,M_depth.wav,None,719.3622496,3410,267191.5557,259424.3603,260191.278,260958.0109,261724.8355,262491.2586,263257.8767,264024.749,267958.2156,268725.0612,269492.2684,270257.972,256357.5965,257124.4051,257891.0069,258657.7264,269502.2092,Mapping
Blocked,Male,tile,13,M_bluff.wav,None,719.7038862,3410,267191.5557,259424.3603,260191.278,260958.0109,261724.8355,262491.2586,263257.8767,264024.749,267958.2156,268725.0612,269492.2684,270257.972,271025.0467,257124.4051,257891.0069,258657.7264,270267.6911,Mapping
Blocked,Male,tile,13,M_tile.wav,None,718.1088617,3410,267191.5557,259424.3603,260191.278,260958.0109,261724.8355,262491.2586,263257.8767,264024.749,267958.2156,268725.0612,269492.2684,270257.972,271025.0467,271774.3456,257891.0069,258657.7264,271035.3941,Mapping
Blocked,Male,tile,13,M_knife.wav,None,735.1461602,3410,267191.5557,259424.3603,260191.278,260958.0109,261724.8355,262491.2586,263257.8767,264024.749,267958.2156,268725.0612,269492.2684,270257.972,271025.0467,271774.3456,272540.9885,258657.7264,271784.087,Mapping
Blocked,Male,tile,13,M_cad.wav,None,733.2527838,3410,267191.5557,259424.3603,260191.278,260958.0109,261724.8355,262491.2586,263257.8767,264024.749,267958.2156,268725.0612,269492.2684,270257.972,271025.0467,271774.3456,272540.9885,273307.8252,272551.6645,Mapping
Blocked,Male,tile,13,M_knife.wav,None,732.9096012,3410,267191.5557,274074.2149,260191.278,260958.0109,261724.8355,262491.2586,263257.8767,264024.749,267958.2156,268725.0612,269492.2684,270257.972,271025.0467,271774.3456,272540.9885,273307.8252,273317.745,Mapping
Blocked,Male,tile,13,M_tile.wav,None,732.6158867,3410,267191.5557,274074.2149,274841.1038,260958.0109,261724.8355,262491.2586,263257.8767,264024.749,267958.2156,268725.0612,269492.2684,270257.972,271025.0467,271774.3456,272540.9885,273307.8252,274083.7334,Mapping
