Condition,Talker,Target,Trial,current_stimulus,response_response,response_time_response,subject_nr,time_Audio1,time_Audio10,time_Audio11,time_Audio12,time_Audio13,time_Audio14,time_Audio15,time_Audio16,time_Audio2,time_Audio3,time_Audio4,time_Audio5,time_Audio6,time_Audio7,time_Audio8,time_Audio9,time_response
Mixed,Female,tile,33,F_depth.wav,NA,NA,2191,78499.6596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mixed,Female,tile,33,F_tile.wav,None,720.7061925,2191,78499.6596,NA,NA,NA,NA,NA,NA,NA,79266.92641,NA,NA,NA,NA,NA,NA,NA,78513.05283
Mixed,Female,tile,33,M_depth.wav,space,586.5850748,2191,78499.6596,NA,NA,NA,NA,NA,NA,NA,79266.92641,80032.96087,NA,NA,NA,NA,NA,NA,79277.18342
Mixed,Female,tile,33,M_done.wav,None,725.4398863,2191,78499.6596,NA,NA,NA,NA,NA,NA,NA,79266.92641,80032.96087,80799.51164,NA,NA,NA,NA,NA,80042.10486
Mixed,Female,tile,33,M_jolt.wav,None,725.3802166,2191,78499.6596,NA,NA,NA,NA,NA,NA,NA,79266.92641,80032.96087,80799.51164,81566.3184,NA,NA,NA,NA,80808.74065
Mixed,Female,tile,33,F_tile.wav,None,725.4117519,2191,78499.6596,NA,NA,NA,NA,NA,NA,NA,79266.92641,80032.96087,80799.51164,81566.3184,82333.20152,NA,NA,NA,81575.60863
Mixed,Female,tile,33,M_cave.wav,space,392.8171274,2191,78499.6596,NA,NA,NA,NA,NA,NA,NA,79266.92641,80032.96087,80799.51164,81566.3184,82333.20152,83099.83948,NA,NA,82342.8572
Mixed,Female,tile,33,F_tile.wav,None,721.5693936,2191,78499.6596,NA,NA,NA,NA,NA,NA,NA,79266.92641,80032.96087,80799.51164,81566.3184,82333.20152,83099.83948,83849.60729,NA,83109.42126
Mixed,Female,tile,33,M_jolt.wav,space,556.8265856,2191,78499.6596,NA,NA,NA,NA,NA,NA,NA,79266.92641,80032.96087,80799.51164,81566.3184,82333.20152,83099.83948,83849.60729,84616.16857,83858.79797
Mixed,Female,tile,33,M_bluff.wav,None,732.7288658,2191,78499.6596,85383.27152,NA,NA,NA,NA,NA,NA,79266.92641,80032.96087,80799.51164,81566.3184,82333.20152,83099.83948,83849.60729,84616.16857,84625.02041
Mixed,Female,tile,33,M_park.wav,None,731.7574554,2191,78499.6596,85383.27152,86149.76478,NA,NA,NA,NA,NA,79266.92641,80032.96087,80799.51164,81566.3184,82333.20152,83099.83948,83849.60729,84616.16857,85392.71448
Mixed,Female,tile,33,F_tile.wav,None,732.5415091,2191,78499.6596,85383.27152,86149.76478,86916.56567,NA,NA,NA,NA,79266.92641,80032.96087,80799.51164,81566.3184,82333.20152,83099.83948,83849.60729,84616.16857,86158.85127
Mixed,Female,tile,33,M_done.wav,space,457.6054453,2191,78499.6596,85383.27152,86149.76478,86916.56567,87683.15818,NA,NA,NA,79266.92641,80032.96087,80799.51164,81566.3184,82333.20152,83099.83948,83849.60729,84616.16857,86925.95731
Mixed,Female,tile,33,F_bluff.wav,None,725.674546,2191,78499.6596,85383.27152,86149.76478,86916.56567,87683.15818,88449.80541,NA,NA,79266.92641,80032.96087,80799.51164,81566.3184,82333.20152,83099.83948,83849.60729,84616.16857,87692.26878
Mixed,Female,tile,33,F_jaw.wav,None,726.3287486,2191,78499.6596,85383.27152,86149.76478,86916.56567,87683.15818,88449.80541,89216.58651,NA,79266.92641,80032.96087,80799.51164,81566.3184,82333.20152,83099.83948,83849.60729,84616.16857,88458.76452
Mixed,Female,tile,33,F_bluff.wav,None,726.117895,2191,78499.6596,85383.27152,86149.76478,86916.56567,87683.15818,88449.80541,89216.58651,89983.55466,79266.92641,80032.96087,80799.51164,81566.3184,82333.20152,83099.83948,83849.60729,84616.16857,89225.72587
Mixed,Female,cave,21,M_lash.wav,None,721.5338392,2191,93150.01181,85383.27152,86149.76478,86916.56567,87683.15818,88449.80541,89216.58651,89983.55466,79266.92641,80032.96087,80799.51164,81566.3184,82333.20152,83099.83948,83849.60729,84616.16857,89993.45581
Mixed,Female,cave,21,F_cave.wav,None,723.3839093,2191,93150.01181,85383.27152,86149.76478,86916.56567,87683.15818,88449.80541,89216.58651,89983.55466,93916.553,80032.96087,80799.51164,81566.3184,82333.20152,83099.83948,83849.60729,84616.16857,93159.56948
Mixed,Female,cave,21,M_cling.wav,space,569.2542709,2191,93150.01181,85383.27152,86149.76478,86916.56567,87683.15818,88449.80541,89216.58651,89983.55466,93916.553,94682.99308,80799.51164,81566.3184,82333.20152,83099.83948,83849.60729,84616.16857,93926.10262
Mixed,Female,cave,21,M_dime.wav,None,723.7552218,2191,93150.01181,85383.27152,86149.76478,86916.56567,87683.15818,88449.80541,89216.58651,89983.55466,93916.553,94682.99308,95450.38819,81566.3184,82333.20152,83099.83948,83849.60729,84616.16857,94692.2861
Mixed,Female,cave,21,M_ball.wav,None,722.9955925,2191,93150.01181,85383.27152,86149.76478,86916.56567,87683.15818,88449.80541,89216.58651,89983.55466,93916.553,94682.99308,95450.38819,96216.90032,82333.20152,83099.83948,83849.60729,84616.16857,95459.7888
Mixed,Female,cave,21,F_gnash.wav,None,723.0781408,2191,93150.01181,85383.27152,86149.76478,86916.56567,87683.15818,88449.80541,89216.58651,89983.55466,93916.553,94682.99308,95450.38819,96216.90032,96983.03804,83099.83948,83849.60729,84616.16857,96226.37914
Mixed,Female,cave,21,F_cave.wav,None,723.5672468,2191,93150.01181,85383.27152,86149.76478,86916.56567,87683.15818,88449.80541,89216.58651,89983.55466,93916.553,94682.99308,95450.38819,96216.90032,96983.03804,97749.80306,83849.60729,84616.16857,96992.63373
Mixed,Female,cave,21,F_priest.wav,space,407.8798641,2191,93150.01181,85383.27152,86149.76478,86916.56567,87683.15818,88449.80541,89216.58651,89983.55466,93916.553,94682.99308,95450.38819,96216.90032,96983.03804,97749.80306,98516.80089,84616.16857,97759.37402
Mixed,Female,cave,21,F_cave.wav,None,719.8142386,2191,93150.01181,85383.27152,86149.76478,86916.56567,87683.15818,88449.80541,89216.58651,89983.55466,93916.553,94682.99308,95450.38819,96216.90032,96983.03804,97749.80306,98516.80089,99266.34672,98526.39009
Mixed,Female,cave,21,M_lash.wav,space,555.6724559,2191,93150.01181,100032.7967,86149.76478,86916.56567,87683.15818,88449.80541,89216.58651,89983.55466,93916.553,94682.99308,95450.38819,96216.90032,96983.03804,97749.80306,98516.80089,99266.34672,99275.4935
Mixed,Female,cave,21,M_romp.wav,None,730.8132518,2191,93150.01181,100032.7967,100799.468,86916.56567,87683.15818,88449.80541,89216.58651,89983.55466,93916.553,94682.99308,95450.38819,96216.90032,96983.03804,97749.80306,98516.80089,99266.34672,100041.8248
Mixed,Female,cave,21,F_jolt.wav,None,730.7993391,2191,93150.01181,100032.7967,100799.468,101566.1941,87683.15818,88449.80541,89216.58651,89983.55466,93916.553,94682.99308,95450.38819,96216.90032,96983.03804,97749.80306,98516.80089,99266.34672,100808.5082
Mixed,Female,cave,21,F_cave.wav,None,730.6518652,2191,93150.01181,100032.7967,100799.468,101566.1941,102332.7996,88449.80541,89216.58651,89983.55466,93916.553,94682.99308,95450.38819,96216.90032,96983.03804,97749.80306,98516.80089,99266.34672,101575.2682
Mixed,Female,cave,21,M_dime.wav,space,368.7461199,2191,93150.01181,100032.7967,100799.468,101566.1941,102332.7996,103099.8454,89216.58651,89983.55466,93916.553,94682.99308,95450.38819,96216.90032,96983.03804,97749.80306,98516.80089,99266.34672,102342.3316
