Condition,Talker,Target,Trial,current_stimulus,response_response,response_time_response,subject_nr,time_Audio1,time_Audio10,time_Audio11,time_Audio12,time_Audio13,time_Audio14,time_Audio15,time_Audio16,time_Audio2,time_Audio3,time_Audio4,time_Audio5,time_Audio6,time_Audio7,time_Audio8,time_Audio9,time_response
Mixed,both,done,37,F_lash.wav,NA,NA,3320,58275.35159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mixed,both,done,37,M_jolt.wav,None,716.4677884,3320,58275.35159,NA,NA,NA,NA,NA,NA,NA,59041.23733,NA,NA,NA,NA,NA,NA,NA,58289.63831
Mixed,both,done,37,M_done.wav,None,722.7312527,3320,58275.35159,NA,NA,NA,NA,NA,NA,NA,59041.23733,59791.20023,NA,NA,NA,NA,NA,NA,59050.2926
Mixed,both,done,37,F_knife.wav,None,737.3503312,3320,58275.35159,NA,NA,NA,NA,NA,NA,NA,59041.23733,59791.20023,60558.38573,NA,NA,NA,NA,NA,59800.28394
Mixed,both,done,37,M_depth.wav,space,49.96085912,3320,58275.35159,NA,NA,NA,NA,NA,NA,NA,59041.23733,59791.20023,60558.38573,61324.80355,NA,NA,NA,NA,60567.9536
Mixed,both,done,37,M_gnash.wav,None,732.0264326,3320,58275.35159,NA,NA,NA,NA,NA,NA,NA,59041.23733,59791.20023,60558.38573,61324.80355,62091.32743,NA,NA,NA,61334.39028
Mixed,both,done,37,M_cling.wav,None,731.1626133,3320,58275.35159,NA,NA,NA,NA,NA,NA,NA,59041.23733,59791.20023,60558.38573,61324.80355,62091.32743,62858.32371,NA,NA,62100.40742
Mixed,both,done,37,M_bluff.wav,None,727.9716749,3320,58275.35159,NA,NA,NA,NA,NA,NA,NA,59041.23733,59791.20023,60558.38573,61324.80355,62091.32743,62858.32371,63624.88561,NA,62868.24341
Mixed,both,done,37,F_done.wav,None,726.0208158,3320,58275.35159,NA,NA,NA,NA,NA,NA,NA,59041.23733,59791.20023,60558.38573,61324.80355,62091.32743,62858.32371,63624.88561,64391.74369,63634.48501
Mixed,both,done,37,F_priest.wav,space,408.7551227,3320,58275.35159,65158.17636,NA,NA,NA,NA,NA,NA,59041.23733,59791.20023,60558.38573,61324.80355,62091.32743,62858.32371,63624.88561,64391.74369,64401.00888
Mixed,both,done,37,F_done.wav,None,723.122661,3320,58275.35159,65158.17636,65925.51458,NA,NA,NA,NA,NA,59041.23733,59791.20023,60558.38573,61324.80355,62091.32743,62858.32371,63624.88561,64391.74369,65167.17845
Mixed,both,done,37,F_reek.wav,space,498.4451868,3320,58275.35159,65158.17636,65925.51458,66674.59759,NA,NA,NA,NA,59041.23733,59791.20023,60558.38573,61324.80355,62091.32743,62858.32371,63624.88561,64391.74369,65935.2967
Mixed,both,done,37,F_greet.wav,None,735.9031085,3320,58275.35159,65158.17636,65925.51458,66674.59759,67441.47917,NA,NA,NA,59041.23733,59791.20023,60558.38573,61324.80355,62091.32743,62858.32371,63624.88561,64391.74369,66683.43921
Mixed,both,done,37,M_done.wav,None,732.858717,3320,58275.35159,65158.17636,65925.51458,66674.59759,67441.47917,68208.43,NA,NA,59041.23733,59791.20023,60558.38573,61324.80355,62091.32743,62858.32371,63624.88561,64391.74369,67450.77496
Mixed,both,done,37,M_depth.wav,space,503.7329122,3320,58275.35159,65158.17636,65925.51458,66674.59759,67441.47917,68208.43,68974.52444,NA,59041.23733,59791.20023,60558.38573,61324.80355,62091.32743,62858.32371,63624.88561,64391.74369,68217.94438
Mixed,both,done,37,F_lash.wav,None,728.8855803,3320,58275.35159,65158.17636,65925.51458,66674.59759,67441.47917,68208.43,68974.52444,69742.09237,59041.23733,59791.20023,60558.38573,61324.80355,62091.32743,62858.32371,63624.88561,64391.74369,68983.88052
Mixed,both,cave,16,F_lash.wav,None,726.2072451,3320,72891.95547,65158.17636,65925.51458,66674.59759,67441.47917,68208.43,68974.52444,69742.09237,59041.23733,59791.20023,60558.38573,61324.80355,62091.32743,62858.32371,63624.88561,64391.74369,69751.38106
Mixed,both,cave,16,M_cave.wav,None,720.5132707,3320,72891.95547,65158.17636,65925.51458,66674.59759,67441.47917,68208.43,68974.52444,69742.09237,73658.6092,59791.20023,60558.38573,61324.80355,62091.32743,62858.32371,63624.88561,64391.74369,72901.75491
Mixed,both,cave,16,F_jaw.wav,space,636.8708713,3320,72891.95547,65158.17636,65925.51458,66674.59759,67441.47917,68208.43,68974.52444,69742.09237,73658.6092,74408.10308,60558.38573,61324.80355,62091.32743,62858.32371,63624.88561,64391.74369,73668.62783
Mixed,both,cave,16,F_cave.wav,None,734.7424864,3320,72891.95547,65158.17636,65925.51458,66674.59759,67441.47917,68208.43,68974.52444,69742.09237,73658.6092,74408.10308,75175.38009,61324.80355,62091.32743,62858.32371,63624.88561,64391.74369,74417.57233
Mixed,both,cave,16,M_priest.wav,space,681.0811781,3320,72891.95547,65158.17636,65925.51458,66674.59759,67441.47917,68208.43,68974.52444,69742.09237,73658.6092,74408.10308,75175.38009,75941.32922,62091.32743,62858.32371,63624.88561,64391.74369,75184.39949
Mixed,both,cave,16,F_cave.wav,None,731.2918459,3320,72891.95547,65158.17636,65925.51458,66674.59759,67441.47917,68208.43,68974.52444,69742.09237,73658.6092,74408.10308,75175.38009,75941.32922,76707.99314,62858.32371,63624.88561,64391.74369,75950.53319
Mixed,both,cave,16,F_jolt.wav,space,588.4994525,3320,72891.95547,65158.17636,65925.51458,66674.59759,67441.47917,68208.43,68974.52444,69742.09237,73658.6092,74408.10308,75175.38009,75941.32922,76707.99314,77474.87565,63624.88561,64391.74369,76716.91732
Mixed,both,cave,16,M_gnash.wav,None,727.599435,3320,72891.95547,65158.17636,65925.51458,66674.59759,67441.47917,68208.43,68974.52444,69742.09237,73658.6092,74408.10308,75175.38009,75941.32922,76707.99314,77474.87565,78241.44806,64391.74369,77484.29079
Mixed,both,cave,16,M_depth.wav,None,725.8721055,3320,72891.95547,65158.17636,65925.51458,66674.59759,67441.47917,68208.43,68974.52444,69742.09237,73658.6092,74408.10308,75175.38009,75941.32922,76707.99314,77474.87565,78241.44806,79008.09808,78250.806
Mixed,both,cave,16,M_cave.wav,None,723.8105633,3320,72891.95547,79774.54095,65925.51458,66674.59759,67441.47917,68208.43,68974.52444,69742.09237,73658.6092,74408.10308,75175.38009,75941.32922,76707.99314,77474.87565,78241.44806,79008.09808,79017.37532
Mixed,both,cave,16,M_gnash.wav,space,601.5389836,3320,72891.95547,79774.54095,80541.79909,66674.59759,67441.47917,68208.43,68974.52444,69742.09237,73658.6092,74408.10308,75175.38009,75941.32922,76707.99314,77474.87565,78241.44806,79008.09808,79783.81016
Mixed,both,cave,16,F_greet.wav,None,718.8069643,3320,72891.95547,79774.54095,80541.79909,81291.35667,67441.47917,68208.43,68974.52444,69742.09237,73658.6092,74408.10308,75175.38009,75941.32922,76707.99314,77474.87565,78241.44806,79008.09808,80551.41736
Mixed,both,cave,16,F_bluff.wav,None,734.3189246,3320,72891.95547,79774.54095,80541.79909,81291.35667,82058.02276,68208.43,68974.52444,69742.09237,73658.6092,74408.10308,75175.38009,75941.32922,76707.99314,77474.87565,78241.44806,79008.09808,81300.33928
Mixed,both,cave,16,M_dime.wav,None,731.7812615,3320,72891.95547,79774.54095,80541.79909,81291.35667,82058.02276,82824.25818,68974.52444,69742.09237,73658.6092,74408.10308,75175.38009,75941.32922,76707.99314,77474.87565,78241.44806,79008.09808,82067.72605
Mixed,both,cave,16,M_depth.wav,None,730.5170675,3320,72891.95547,79774.54095,80541.79909,81291.35667,82058.02276,82824.25818,83591.26992,69742.09237,73658.6092,74408.10308,75175.38009,75941.32922,76707.99314,77474.87565,78241.44806,79008.09808,82833.37961
Mixed,both,cave,16,F_reek.wav,None,727.9503425,3320,72891.95547,79774.54095,80541.79909,81291.35667,82058.02276,82824.25818,83591.26992,84357.9289,73658.6092,74408.10308,75175.38009,75941.32922,76707.99314,77474.87565,78241.44806,79008.09808,83600.42814
Mixed,both,ball,1,F_greet.wav,None,725.4225728,3320,87491.58874,79774.54095,80541.79909,81291.35667,82058.02276,82824.25818,83591.26992,84357.9289,73658.6092,74408.10308,75175.38009,75941.32922,76707.99314,77474.87565,78241.44806,79008.09808,84367.44483
Mixed,both,ball,1,F_priest.wav,None,721.0153616,3320,87491.58874,79774.54095,80541.79909,81291.35667,82058.02276,82824.25818,83591.26992,84357.9289,88258.43693,74408.10308,75175.38009,75941.32922,76707.99314,77474.87565,78241.44806,79008.09808,87501.15073
Mixed,both,ball,1,F_dime.wav,None,719.0623386,3320,87491.58874,79774.54095,80541.79909,81291.35667,82058.02276,82824.25818,83591.26992,84357.9289,88258.43693,89007.34587,75175.38009,75941.32922,76707.99314,77474.87565,78241.44806,79008.09808,88267.94729
Mixed,both,ball,1,M_ball.wav,None,735.0399075,3320,87491.58874,79774.54095,80541.79909,81291.35667,82058.02276,82824.25818,83591.26992,84357.9289,88258.43693,89007.34587,89774.04813,75941.32922,76707.99314,77474.87565,78241.44806,79008.09808,89016.44287
Mixed,both,ball,1,F_reek.wav,space,441.7753504,3320,87491.58874,79774.54095,80541.79909,81291.35667,82058.02276,82824.25818,83591.26992,84357.9289,88258.43693,89007.34587,89774.04813,90541.39285,76707.99314,77474.87565,78241.44806,79008.09808,89783.25241
Mixed,both,ball,1,F_ball.wav,None,735.675869,3320,87491.58874,79774.54095,80541.79909,81291.35667,82058.02276,82824.25818,83591.26992,84357.9289,88258.43693,89007.34587,89774.04813,90541.39285,91307.44152,77474.87565,78241.44806,79008.09808,90550.37051
Mixed,both,ball,1,F_gnash.wav,space,700.3878839,3320,87491.58874,79774.54095,80541.79909,81291.35667,82058.02276,82824.25818,83591.26992,84357.9289,88258.43693,89007.34587,89774.04813,90541.39285,91307.44152,92074.47583,78241.44806,79008.09808,91316.58274
Mixed,both,ball,1,M_romp.wav,None,732.3368387,3320,87491.58874,79774.54095,80541.79909,81291.35667,82058.02276,82824.25818,83591.26992,84357.9289,88258.43693,89007.34587,89774.04813,90541.39285,91307.44152,92074.47583,92840.9793,79008.09808,92083.52677
Mixed,both,ball,1,M_depth.wav,None,731.3045221,3320,87491.58874,79774.54095,80541.79909,81291.35667,82058.02276,82824.25818,83591.26992,84357.9289,88258.43693,89007.34587,89774.04813,90541.39285,91307.44152,92074.47583,92840.9793,93607.62622,92850.06363
Mixed,both,ball,1,F_ball.wav,None,729.0726276,3320,87491.58874,94373.93398,80541.79909,81291.35667,82058.02276,82824.25818,83591.26992,84357.9289,88258.43693,89007.34587,89774.04813,90541.39285,91307.44152,92074.47583,92840.9793,93607.62622,93617.09732
Mixed,both,ball,1,F_gnash.wav,space,433.9499613,3320,87491.58874,94373.93398,95140.92501,81291.35667,82058.02276,82824.25818,83591.26992,84357.9289,88258.43693,89007.34587,89774.04813,90541.39285,91307.44152,92074.47583,92840.9793,93607.62622,94382.94287
Mixed,both,ball,1,M_greet.wav,None,725.3709417,3320,87491.58874,94373.93398,95140.92501,95907.92222,82058.02276,82824.25818,83591.26992,84357.9289,88258.43693,89007.34587,89774.04813,90541.39285,91307.44152,92074.47583,92840.9793,93607.62622,95150.30181
Mixed,both,ball,1,M_ball.wav,None,723.3168194,3320,87491.58874,94373.93398,95140.92501,95907.92222,96674.861,82824.25818,83591.26992,84357.9289,88258.43693,89007.34587,89774.04813,90541.39285,91307.44152,92074.47583,92840.9793,93607.62622,95917.7164
Mixed,both,ball,1,M_bluff.wav,space,444.720808,3320,87491.58874,94373.93398,95140.92501,95907.92222,96674.861,97441.15794,83591.26992,84357.9289,88258.43693,89007.34587,89774.04813,90541.39285,91307.44152,92074.47583,92840.9793,93607.62622,96684.11258
