"Condition","Talker","Target","Trial","current_stimulus","response_response","response_time_response","subject_nr","time_Audio1","time_Audio10","time_Audio11","time_Audio12","time_Audio13","time_Audio14","time_Audio15","time_Audio16","time_Audio2","time_Audio3","time_Audio4","time_Audio5","time_Audio6","time_Audio7","time_Audio8","time_Audio9","time_response","title"
"Mixed","Both","tile","32","M_park.wav","NA","NA","103","216773.584282","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Mapping"
"Mixed","Both","tile","32","F_reek.wav","None","715.435964055","103","216773.584282","NA","NA","NA","NA","NA","NA","NA","217524.608643","NA","NA","NA","NA","NA","NA","NA","216787.838933","Mapping"
"Mixed","Both","tile","32","F_tile.wav","None","732.748628594","103","216773.584282","NA","NA","NA","NA","NA","NA","NA","217524.608643","218291.401978","NA","NA","NA","NA","NA","NA","217534.061555","Mapping"
"Mixed","Both","tile","32","M_gnash.wav","space","482.283093967","103","216773.584282","NA","NA","NA","NA","NA","NA","NA","217524.608643","218291.401978","219058.601254","NA","NA","NA","NA","NA","218300.670623","Mapping"
"Mixed","Both","tile","32","M_park.wav","None","725.139922928","103","216773.584282","NA","NA","NA","NA","NA","NA","NA","217524.608643","218291.401978","219058.601254","219825.842577","NA","NA","NA","NA","219068.567081","Mapping"
"Mixed","Both","tile","32","M_tile.wav","None","720.529560931","103","216773.584282","NA","NA","NA","NA","NA","NA","NA","217524.608643","218291.401978","219058.601254","219825.842577","220576.387723","NA","NA","NA","219836.67934","Mapping"
"Mixed","Both","tile","32","F_knife.wav","space","476.398327388","103","216773.584282","NA","NA","NA","NA","NA","NA","NA","217524.608643","218291.401978","219058.601254","219825.842577","220576.387723","221343.510325","NA","NA","220586.482475","Mapping"
"Mixed","Both","tile","32","M_priest.wav","None","731.198752765","103","216773.584282","NA","NA","NA","NA","NA","NA","NA","217524.608643","218291.401978","219058.601254","219825.842577","220576.387723","221343.510325","222110.961885","NA","221353.060935","Mapping"
"Mixed","Both","tile","32","M_gnash.wav","None","727.403056808","103","216773.584282","NA","NA","NA","NA","NA","NA","NA","217524.608643","218291.401978","219058.601254","219825.842577","220576.387723","221343.510325","222110.961885","222878.318529","222120.35389","Mapping"
"Mixed","Both","tile","32","F_knife.wav","None","723.071567249","103","216773.584282","223645.413923","NA","NA","NA","NA","NA","NA","217524.608643","218291.401978","219058.601254","219825.842577","220576.387723","221343.510325","222110.961885","222878.318529","222888.016304","Mapping"
"Mixed","Both","tile","32","F_tile.wav","None","719.162714668","103","216773.584282","223645.413923","224395.853333","NA","NA","NA","NA","NA","217524.608643","218291.401978","219058.601254","219825.842577","220576.387723","221343.510325","222110.961885","222878.318529","223655.399538","Mapping"
"Mixed","Both","tile","32","F_gnash.wav","space","457.812805194","103","216773.584282","223645.413923","224395.853333","225162.937597","NA","NA","NA","NA","217524.608643","218291.401978","219058.601254","219825.842577","220576.387723","221343.510325","222110.961885","222878.318529","224404.991818","Mapping"
"Mixed","Both","tile","32","M_jolt.wav","None","729.071963578","103","216773.584282","223645.413923","224395.853333","225162.937597","225930.227151","NA","NA","NA","217524.608643","218291.401978","219058.601254","219825.842577","220576.387723","221343.510325","222110.961885","222878.318529","225172.56179","Mapping"
"Mixed","Both","tile","32","F_depth.wav","None","725.920271594","103","216773.584282","223645.413923","224395.853333","225162.937597","225930.227151","226697.441268","NA","NA","217524.608643","218291.401978","219058.601254","219825.842577","220576.387723","221343.510325","222110.961885","222878.318529","225939.883807","Mapping"
"Mixed","Both","tile","32","M_tile.wav","None","721.676277462","103","216773.584282","223645.413923","224395.853333","225162.937597","225930.227151","226697.441268","227447.892426","NA","217524.608643","218291.401978","219058.601254","219825.842577","220576.387723","221343.510325","222110.961885","222878.318529","226707.705136","Mapping"
"Mixed","Both","tile","32","F_depth.wav","space","437.437489629","103","216773.584282","223645.413923","224395.853333","225162.937597","225930.227151","226697.441268","227447.892426","228215.069132","217524.608643","218291.401978","219058.601254","219825.842577","220576.387723","221343.510325","222110.961885","222878.318529","227457.31102","Mapping"
"Mixed","Both","done","39","M_gnash.wav","None","731.829462573","103","231350.780797","223645.413923","224395.853333","225162.937597","225930.227151","226697.441268","227447.892426","228215.069132","217524.608643","218291.401978","219058.601254","219825.842577","220576.387723","221343.510325","222110.961885","222878.318529","228224.453717","Mapping"
"Mixed","Both","done","39","M_greet.wav","None","736.465485767","103","231350.780797","223645.413923","224395.853333","225162.937597","225930.227151","226697.441268","227447.892426","228215.069132","232118.209787","218291.401978","219058.601254","219825.842577","220576.387723","221343.510325","222110.961885","222878.318529","231360.011105","Mapping"
"Mixed","Both","done","39","F_reek.wav","None","731.788033154","103","231350.780797","223645.413923","224395.853333","225162.937597","225930.227151","226697.441268","227447.892426","228215.069132","232118.209787","232885.385566","219058.601254","219825.842577","220576.387723","221343.510325","222110.961885","222878.318529","232128.206222","Mapping"
"Mixed","Both","done","39","F_done.wav","None","728.759391233","103","231350.780797","223645.413923","224395.853333","225162.937597","225930.227151","226697.441268","227447.892426","228215.069132","232118.209787","232885.385566","233653.288825","219825.842577","220576.387723","221343.510325","222110.961885","222878.318529","232894.921027","Mapping"
"Mixed","Both","done","39","M_jolt.wav","space","359.228283633","103","231350.780797","223645.413923","224395.853333","225162.937597","225930.227151","226697.441268","227447.892426","228215.069132","232118.209787","232885.385566","233653.288825","234419.937158","220576.387723","221343.510325","222110.961885","222878.318529","233663.373684","Mapping"
"Mixed","Both","done","39","F_done.wav","None","720.733304508","103","231350.780797","223645.413923","224395.853333","225162.937597","225930.227151","226697.441268","227447.892426","228215.069132","232118.209787","232885.385566","233653.288825","234419.937158","235170.266193","221343.510325","222110.961885","222878.318529","234429.650702","Mapping"
"Mixed","Both","done","39","F_jolt.wav","space","482.623800635","103","231350.780797","223645.413923","224395.853333","225162.937597","225930.227151","226697.441268","227447.892426","228215.069132","232118.209787","232885.385566","233653.288825","234419.937158","235170.266193","235937.291715","222110.961885","222878.318529","235179.980046","Mapping"
"Mixed","Both","done","39","F_lash.wav","None","730.841350742","103","231350.780797","223645.413923","224395.853333","225162.937597","225930.227151","226697.441268","227447.892426","228215.069132","232118.209787","232885.385566","233653.288825","234419.937158","235170.266193","235937.291715","236705.087383","222878.318529","235946.25861","Mapping"
"Mixed","Both","done","39","F_tile.wav","None","725.768159144","103","231350.780797","223645.413923","224395.853333","225162.937597","225930.227151","226697.441268","227447.892426","228215.069132","232118.209787","232885.385566","233653.288825","234419.937158","235170.266193","235937.291715","236705.087383","237472.104248","236714.689934","Mapping"
"Mixed","Both","done","39","M_done.wav","None","722.696542274","103","231350.780797","238222.374232","224395.853333","225162.937597","225930.227151","226697.441268","227447.892426","228215.069132","232118.209787","232885.385566","233653.288825","234419.937158","235170.266193","235937.291715","236705.087383","237472.104248","237481.65795","Mapping"
"Mixed","Both","done","39","F_greet.wav","space","445.322284941","103","231350.780797","238222.374232","238989.903084","225162.937597","225930.227151","226697.441268","227447.892426","228215.069132","232118.209787","232885.385566","233653.288825","234419.937158","235170.266193","235937.291715","236705.087383","237472.104248","238232.162594","Mapping"
"Mixed","Both","done","39","M_done.wav","None","730.32967234","103","231350.780797","238222.374232","238989.903084","239757.200676","225930.227151","226697.441268","227447.892426","228215.069132","232118.209787","232885.385566","233653.288825","234419.937158","235170.266193","235937.291715","236705.087383","237472.104248","239000.279182","Mapping"
"Mixed","Both","done","39","M_reek.wav","space","431.345887482","103","231350.780797","238222.374232","238989.903084","239757.200676","240524.530732","226697.441268","227447.892426","228215.069132","232118.209787","232885.385566","233653.288825","234419.937158","235170.266193","235937.291715","236705.087383","237472.104248","239767.081173","Mapping"
"Mixed","Both","done","39","M_depth.wav","None","723.428969271","103","231350.780797","238222.374232","238989.903084","239757.200676","240524.530732","241291.458556","227447.892426","228215.069132","232118.209787","232885.385566","233653.288825","234419.937158","235170.266193","235937.291715","236705.087383","237472.104248","240534.339501","Mapping"
"Mixed","Both","done","39","M_bluff.wav","None","720.277276821","103","231350.780797","238222.374232","238989.903084","239757.200676","240524.530732","241291.458556","242042.311328","228215.069132","232118.209787","232885.385566","233653.288825","234419.937158","235170.266193","235937.291715","236705.087383","237472.104248","241301.172409","Mapping"
"Mixed","Both","done","39","F_jaw.wav","None","733.552782796","103","231350.780797","238222.374232","238989.903084","239757.200676","240524.530732","241291.458556","242042.311328","242809.427127","232118.209787","232885.385566","233653.288825","234419.937158","235170.266193","235937.291715","236705.087383","237472.104248","242051.466199","Mapping"
"Mixed","Both","cave","20","F_knife.wav","None","729.205525946","103","245944.989771","238222.374232","238989.903084","239757.200676","240524.530732","241291.458556","242042.311328","242809.427127","232118.209787","232885.385566","233653.288825","234419.937158","235170.266193","235937.291715","236705.087383","237472.104248","242819.341632","Mapping"
"Mixed","Both","cave","20","M_cave.wav","None","720.255635213","103","245944.989771","238222.374232","238989.903084","239757.200676","240524.530732","241291.458556","242042.311328","242809.427127","246695.637562","232885.385566","233653.288825","234419.937158","235170.266193","235937.291715","236705.087383","237472.104248","245954.46247","Mapping"
"Mixed","Both","cave","20","M_jaw.wav","space","644.833299331","103","245944.989771","238222.374232","238989.903084","239757.200676","240524.530732","241291.458556","242042.311328","242809.427127","246695.637562","247463.312962","233653.288825","234419.937158","235170.266193","235937.291715","236705.087383","237472.104248","246705.448186","Mapping"
"Mixed","Both","cave","20","M_greet.wav","None","728.21896011","103","245944.989771","238222.374232","238989.903084","239757.200676","240524.530732","241291.458556","242042.311328","242809.427127","246695.637562","247463.312962","248229.981082","234419.937158","235170.266193","235937.291715","236705.087383","237472.104248","247473.217883","Mapping"
"Mixed","Both","cave","20","F_bluff.wav","None","725.195264909","103","245944.989771","238222.374232","238989.903084","239757.200676","240524.530732","241291.458556","242042.311328","242809.427127","246695.637562","247463.312962","248229.981082","248997.290114","235170.266193","235937.291715","236705.087383","237472.104248","248239.845501","Mapping"
