"Condition","Talker","Target","Trial","current_stimulus","response_response","response_time_response","subject_nr","time_Audio1","time_Audio10","time_Audio11","time_Audio12","time_Audio13","time_Audio14","time_Audio15","time_Audio16","time_Audio2","time_Audio3","time_Audio4","time_Audio5","time_Audio6","time_Audio7","time_Audio8","time_Audio9","time_response","title"
"Blocked","Male","tile","18","M_knife.wav","NA","NA","233","932283.956415","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Mapping"
"Blocked","Male","tile","18","M_tile.wav","None","718.206251273","233","932283.956415","NA","NA","NA","NA","NA","NA","NA","933050.677816","NA","NA","NA","NA","NA","NA","NA","932298.076355","Mapping"
"Blocked","Male","tile","18","M_ball.wav","space","698.471416719","233","932283.956415","NA","NA","NA","NA","NA","NA","NA","933050.677816","933817.242466","NA","NA","NA","NA","NA","NA","933061.534742","Mapping"
"Blocked","Male","tile","18","M_tile.wav","None","720.954801072","233","932283.956415","NA","NA","NA","NA","NA","NA","NA","933050.677816","933817.242466","934566.5333","NA","NA","NA","NA","NA","933827.459403","Mapping"
"Blocked","Male","tile","18","M_cad.wav","space","471.34289064","233","932283.956415","NA","NA","NA","NA","NA","NA","NA","933050.677816","933817.242466","934566.5333","935333.241715","NA","NA","NA","NA","934576.642954","Mapping"
"Blocked","Male","tile","18","M_cave.wav","None","734.465669841","233","932283.956415","NA","NA","NA","NA","NA","NA","NA","933050.677816","933817.242466","934566.5333","935333.241715","936100.012893","NA","NA","NA","935343.508429","Mapping"
"Blocked","Male","tile","18","M_greet.wav","None","733.361303108","233","932283.956415","NA","NA","NA","NA","NA","NA","NA","933050.677816","933817.242466","934566.5333","935333.241715","936100.012893","936866.960299","NA","NA","936110.721725","Mapping"
"Blocked","Male","tile","18","M_tile.wav","None","733.566594194","233","932283.956415","NA","NA","NA","NA","NA","NA","NA","933050.677816","933817.242466","934566.5333","935333.241715","936100.012893","936866.960299","937633.292141","NA","936876.671738","Mapping"
"Blocked","Male","tile","18","M_jolt.wav","space","372.87524587","233","932283.956415","NA","NA","NA","NA","NA","NA","NA","933050.677816","933817.242466","934566.5333","935333.241715","936100.012893","936866.960299","937633.292141","938400.242021","937643.054903","Mapping"
"Blocked","Male","tile","18","M_greet.wav","None","729.62803673","233","932283.956415","939166.852119","NA","NA","NA","NA","NA","NA","933050.677816","933817.242466","934566.5333","935333.241715","936100.012893","936866.960299","937633.292141","938400.242021","938410.024261","Mapping"
