Condition,Talker,Target,Trial,current_stimulus,response_response,response_time_response,subject_nr,time_Audio1,time_Audio10,time_Audio11,time_Audio12,time_Audio13,time_Audio14,time_Audio15,time_Audio16,time_Audio2,time_Audio3,time_Audio4,time_Audio5,time_Audio6,time_Audio7,time_Audio8,time_Audio9,time_response
Blocked,Female,cave,9,F_greet.wav,NA,NA,3420,189695.3126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blocked,Female,cave,9,F_cave.wav,None,719.3180216,3420,189695.3126,NA,NA,NA,NA,NA,NA,NA,190462.3561,NA,NA,NA,NA,NA,NA,NA,189709.3356
Blocked,Female,cave,9,F_priest.wav,None,723.012906,3420,189695.3126,NA,NA,NA,NA,NA,NA,NA,190462.3561,191228.5981,NA,NA,NA,NA,NA,NA,190472.2193
Blocked,Female,cave,9,F_greet.wav,None,723.3359879,3420,189695.3126,NA,NA,NA,NA,NA,NA,NA,190462.3561,191228.5981,191995.057,NA,NA,NA,NA,NA,191238.7447
Blocked,Female,cave,9,F_romp.wav,None,719.9505824,3420,189695.3126,NA,NA,NA,NA,NA,NA,NA,190462.3561,191228.5981,191995.057,192762.0313,NA,NA,NA,NA,192005.6603
Blocked,Female,cave,9,F_bluff.wav,None,719.8024904,3420,189695.3126,NA,NA,NA,NA,NA,NA,NA,190462.3561,191228.5981,191995.057,192762.0313,193528.5796,NA,NA,NA,192772.1517
Blocked,Female,cave,9,F_cave.wav,None,720.2161588,3420,189695.3126,NA,NA,NA,NA,NA,NA,NA,190462.3561,191228.5981,191995.057,192762.0313,193528.5796,194277.8939,NA,NA,193538.5788
Blocked,Female,cave,9,F_romp.wav,space,508.5707959,3420,189695.3126,NA,NA,NA,NA,NA,NA,NA,190462.3561,191228.5981,191995.057,192762.0313,193528.5796,194277.8939,195044.7749,NA,194287.4426
Blocked,Female,cave,9,F_cave.wav,space,541.7755973,3420,189695.3126,NA,NA,NA,NA,NA,NA,NA,190462.3561,191228.5981,191995.057,192762.0313,193528.5796,194277.8939,195044.7749,195811.4746,195054.186
Blocked,Female,cave,9,F_gnash.wav,space,0.03431784,3420,189695.3126,196578.065,NA,NA,NA,NA,NA,NA,190462.3561,191228.5981,191995.057,192762.0313,193528.5796,194277.8939,195044.7749,195811.4746,195821.381
