Condition,Talker,Target,Trial,current_stimulus,response_response,response_time_response,subject_nr,time_Audio1,time_Audio10,time_Audio11,time_Audio12,time_Audio13,time_Audio14,time_Audio15,time_Audio16,time_Audio2,time_Audio3,time_Audio4,time_Audio5,time_Audio6,time_Audio7,time_Audio8,time_Audio9,time_response
Mixed,Male,cave,18,M_dime.wav,NA,NA,4270,115014.6654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mixed,Male,cave,18,M_reek.wav,None,738.5910837,4270,115014.6654,NA,NA,NA,NA,NA,NA,NA,115781.3145,NA,NA,NA,NA,NA,NA,NA,115021.7203
Mixed,Male,cave,18,M_romp.wav,None,735.9520979,4270,115014.6654,NA,NA,NA,NA,NA,NA,NA,115781.3145,116547.9623,NA,NA,NA,NA,NA,NA,115786.8818
Mixed,Male,cave,18,F_park.wav,None,732.3368247,4270,115014.6654,NA,NA,NA,NA,NA,NA,NA,115781.3145,116547.9623,117314.875,NA,NA,NA,NA,NA,116553.1023
Mixed,Male,cave,18,M_cave.wav,None,727.4548032,4270,115014.6654,NA,NA,NA,NA,NA,NA,NA,115781.3145,116547.9623,117314.875,118064.5633,NA,NA,NA,NA,117320.5083
Mixed,Male,cave,18,F_priest.wav,space,682.3229153,4270,115014.6654,NA,NA,NA,NA,NA,NA,NA,115781.3145,116547.9623,117314.875,118064.5633,118831.175,NA,NA,NA,118069.6288
Mixed,Male,cave,18,M_jaw.wav,None,736.0824254,4270,115014.6654,NA,NA,NA,NA,NA,NA,NA,115781.3145,116547.9623,117314.875,118064.5633,118831.175,119597.7862,NA,NA,118836.65
Mixed,Male,cave,18,F_gnash.wav,None,732.0428573,4270,115014.6654,NA,NA,NA,NA,NA,NA,NA,115781.3145,116547.9623,117314.875,118064.5633,118831.175,119597.7862,120364.7481,NA,119603.0303
Mixed,Male,cave,18,M_cave.wav,None,727.3034363,4270,115014.6654,NA,NA,NA,NA,NA,NA,NA,115781.3145,116547.9623,117314.875,118064.5633,118831.175,119597.7862,120364.7481,121114.3688,120370.2756
Mixed,Male,cave,18,F_bluff.wav,None,740.3069651,4270,115014.6654,121880.9835,NA,NA,NA,NA,NA,NA,115781.3145,116547.9623,117314.875,118064.5633,118831.175,119597.7862,120364.7481,121114.3688,121119.7821
Mixed,Male,cave,18,M_cave.wav,None,736.7998111,4270,115014.6654,121880.9835,122647.6526,NA,NA,NA,NA,NA,115781.3145,116547.9623,117314.875,118064.5633,118831.175,119597.7862,120364.7481,121114.3688,121886.0084
