"Condition","Talker","Target","Trial","current_stimulus","response_response","response_time_response","subject_nr","time_Audio1","time_Audio10","time_Audio11","time_Audio12","time_Audio13","time_Audio14","time_Audio15","time_Audio16","time_Audio2","time_Audio3","time_Audio4","time_Audio5","time_Audio6","time_Audio7","time_Audio8","time_Audio9","time_response"
"Blocked","Female","cave","9","F_dime.wav","NA","NA","418","124292.581265","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Blocked","Female","cave","9","F_cave.wav","None","739.585038038","418","124292.581265","NA","NA","NA","NA","NA","NA","NA","125059.252101","NA","NA","NA","NA","NA","NA","NA","124299.889769"
"Blocked","Female","cave","9","F_cling.wav","space","524.706712989","418","124292.581265","NA","NA","NA","NA","NA","NA","NA","125059.252101","125825.909494","NA","NA","NA","NA","NA","NA","125064.430504"
"Blocked","Female","cave","9","F_lash.wav","None","736.457247192","418","124292.581265","NA","NA","NA","NA","NA","NA","NA","125059.252101","125825.909494","126592.613644","NA","NA","NA","NA","NA","125831.099879"
"Blocked","Female","cave","9","F_cave.wav","None","733.80726052","418","124292.581265","NA","NA","NA","NA","NA","NA","NA","125059.252101","125825.909494","126592.613644","127359.241814","NA","NA","NA","NA","126597.792632"
"Blocked","Female","cave","9","F_depth.wav","space","488.632059813","418","124292.581265","NA","NA","NA","NA","NA","NA","NA","125059.252101","125825.909494","126592.613644","127359.241814","128126.401559","NA","NA","NA","127364.481879"
"Blocked","Female","cave","9","F_reek.wav","None","727.29918782","418","124292.581265","NA","NA","NA","NA","NA","NA","NA","125059.252101","125825.909494","126592.613644","127359.241814","128126.401559","128875.945672","NA","NA","128132.42306"
"Blocked","Female","cave","9","F_cave.wav","None","742.621943806","418","124292.581265","NA","NA","NA","NA","NA","NA","NA","125059.252101","125825.909494","126592.613644","127359.241814","128126.401559","128875.945672","129642.653914","NA","128881.210285"
"Blocked","Female","cave","9","F_greet.wav","space","549.248605455","418","124292.581265","NA","NA","NA","NA","NA","NA","NA","125059.252101","125825.909494","126592.613644","127359.241814","128126.401559","128875.945672","129642.653914","130409.36917","129647.839916"
"Blocked","Female","cave","9","F_park.wav","None","737.281642034","418","124292.581265","131176.014581","NA","NA","NA","NA","NA","NA","125059.252101","125825.909494","126592.613644","127359.241814","128126.401559","128875.945672","129642.653914","130409.36917","130414.658331"
"Blocked","Female","cave","9","F_jaw.wav","None","735.055103825","418","124292.581265","131176.014581","131942.684833","NA","NA","NA","NA","NA","125059.252101","125825.909494","126592.613644","127359.241814","128126.401559","128875.945672","129642.653914","130409.36917","131181.24851"
"Blocked","Female","cave","9","F_priest.wav","None","732.958610179","418","124292.581265","131176.014581","131942.684833","132709.396289","NA","NA","NA","NA","125059.252101","125825.909494","126592.613644","127359.241814","128126.401559","128875.945672","129642.653914","130409.36917","131947.69374"
"Blocked","Female","cave","9","F_reek.wav","None","730.235564763","418","124292.581265","131176.014581","131942.684833","132709.396289","133476.349716","NA","NA","NA","125059.252101","125825.909494","126592.613644","127359.241814","128126.401559","128875.945672","129642.653914","130409.36917","132714.593104"
