"Condition","Talker","Target","Trial","current_stimulus","response_response","response_time_response","subject_nr","time_Audio1","time_Audio10","time_Audio11","time_Audio12","time_Audio13","time_Audio14","time_Audio15","time_Audio16","time_Audio2","time_Audio3","time_Audio4","time_Audio5","time_Audio6","time_Audio7","time_Audio8","time_Audio9","time_response"
"Mixed","both","done","40","F_bluff.wav","NA","NA","320","109856.503627","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Mixed","both","done","40","M_reek.wav","None","716.482010204","320","109856.503627","NA","NA","NA","NA","NA","NA","NA","110623.438385","NA","NA","NA","NA","NA","NA","NA","109871.81339"
"Mixed","both","done","40","M_knife.wav","None","720.180295408","320","109856.503627","NA","NA","NA","NA","NA","NA","NA","110623.438385","111372.561889","NA","NA","NA","NA","NA","NA","110632.827862"
"Mixed","both","done","40","F_done.wav","None","736.125710886","320","109856.503627","NA","NA","NA","NA","NA","NA","NA","110623.438385","111372.561889","112139.518289","NA","NA","NA","NA","NA","111381.62241"
"Mixed","both","done","40","F_gnash.wav","space","418.830028269","320","109856.503627","NA","NA","NA","NA","NA","NA","NA","110623.438385","111372.561889","112139.518289","112906.237246","NA","NA","NA","NA","112149.251563"
"Mixed","both","done","40","M_dime.wav","None","731.652028393","320","109856.503627","NA","NA","NA","NA","NA","NA","NA","110623.438385","111372.561889","112139.518289","112906.237246","113672.998869","NA","NA","NA","112915.421744"
"Mixed","both","done","40","F_bluff.wav","None","729.99333404","320","109856.503627","NA","NA","NA","NA","NA","NA","NA","110623.438385","111372.561889","112139.518289","112906.237246","113672.998869","114439.243252","NA","NA","113681.926138"
"Mixed","both","done","40","F_depth.wav","None","728.564043995","320","109856.503627","NA","NA","NA","NA","NA","NA","NA","110623.438385","111372.561889","112139.518289","112906.237246","113672.998869","114439.243252","115206.438949","NA","114448.154443"
"Mixed","both","done","40","M_cling.wav","None","726.166743785","320","109856.503627","NA","NA","NA","NA","NA","NA","NA","110623.438385","111372.561889","112139.518289","112906.237246","113672.998869","114439.243252","115206.438949","115973.777791","115215.484011"
"Mixed","both","done","40","M_done.wav","None","722.920773551","320","109856.503627","116740.241993","NA","NA","NA","NA","NA","NA","110623.438385","111372.561889","112139.518289","112906.237246","113672.998869","114439.243252","115206.438949","115973.777791","115983.448921"
"Mixed","both","done","40","F_lash.wav","space","473.783974536","320","109856.503627","116740.241993","117506.262227","NA","NA","NA","NA","NA","110623.438385","111372.561889","112139.518289","112906.237246","113672.998869","114439.243252","115206.438949","115973.777791","116750.143764"
"Mixed","both","done","40","M_done.wav","None","720.710211433","320","109856.503627","116740.241993","117506.262227","118255.950585","NA","NA","NA","NA","110623.438385","111372.561889","112139.518289","112906.237246","113672.998869","114439.243252","115206.438949","115973.777791","117515.138792"
"Mixed","both","done","40","F_priest.wav","space","614.900051616","320","109856.503627","116740.241993","117506.262227","118255.950585","119023.137625","NA","NA","NA","110623.438385","111372.561889","112139.518289","112906.237246","113672.998869","114439.243252","115206.438949","115973.777791","118264.964112"
"Mixed","both","done","40","F_done.wav","None","733.108526096","320","109856.503627","116740.241993","117506.262227","118255.950585","119023.137625","119789.278436","NA","NA","110623.438385","111372.561889","112139.518289","112906.237246","113672.998869","114439.243252","115206.438949","115973.777791","119032.243284"
"Mixed","both","done","40","M_romp.wav","space","490.86651532","320","109856.503627","116740.241993","117506.262227","118255.950585","119023.137625","119789.278436","120556.301306","NA","110623.438385","111372.561889","112139.518289","112906.237246","113672.998869","114439.243252","115206.438949","115973.777791","119797.934562"
"Mixed","both","done","40","M_jaw.wav","None","729.511957616","320","109856.503627","116740.241993","117506.262227","118255.950585","119023.137625","119789.278436","120556.301306","121323.309956","110623.438385","111372.561889","112139.518289","112906.237246","113672.998869","114439.243252","115206.438949","115973.777791","120565.354098"
"Mixed","both","cave","16","F_bluff.wav","None","726.813217159","320","124490.271982","116740.241993","117506.262227","118255.950585","119023.137625","119789.278436","120556.301306","121323.309956","110623.438385","111372.561889","112139.518289","112906.237246","113672.998869","114439.243252","115206.438949","115973.777791","121332.814444"
"Mixed","both","cave","16","F_park.wav","None","721.312164795","320","124490.271982","116740.241993","117506.262227","118255.950585","119023.137625","119789.278436","120556.301306","121323.309956","125256.738348","111372.561889","112139.518289","112906.237246","113672.998869","114439.243252","115206.438949","115973.777791","124499.803986"
"Mixed","both","cave","16","M_knife.wav","None","720.686714631","320","124490.271982","116740.241993","117506.262227","118255.950585","119023.137625","119789.278436","120556.301306","121323.309956","125256.738348","126023.199459","112139.518289","112906.237246","113672.998869","114439.243252","115206.438949","115973.777791","125266.437613"
"Mixed","both","cave","16","F_cave.wav","None","719.14457716","320","124490.271982","116740.241993","117506.262227","118255.950585","119023.137625","119789.278436","120556.301306","121323.309956","125256.738348","126023.199459","126772.799702","112906.237246","113672.998869","114439.243252","115206.438949","115973.777791","126032.844619"
"Mixed","both","cave","16","M_depth.wav","space","402.998078149","320","124490.271982","116740.241993","117506.262227","118255.950585","119023.137625","119789.278436","120556.301306","121323.309956","125256.738348","126023.199459","126772.799702","127539.634599","113672.998869","114439.243252","115206.438949","115973.777791","126781.602685"
"Mixed","both","cave","16","F_priest.wav","None","732.066933997","320","124490.271982","116740.241993","117506.262227","118255.950585","119023.137625","119789.278436","120556.301306","121323.309956","125256.738348","126023.199459","126772.799702","127539.634599","128306.26266","114439.243252","115206.438949","115973.777791","127549.237403"
"Mixed","both","cave","16","M_knife.wav","None","730.11081852","320","124490.271982","116740.241993","117506.262227","118255.950585","119023.137625","119789.278436","120556.301306","121323.309956","125256.738348","126023.199459","126772.799702","127539.634599","128306.26266","129072.689453","115206.438949","115973.777791","128315.735922"
"Mixed","both","cave","16","F_jolt.wav","None","729.072936811","320","124490.271982","116740.241993","117506.262227","118255.950585","119023.137625","119789.278436","120556.301306","121323.309956","125256.738348","126023.199459","126772.799702","127539.634599","128306.26266","129072.689453","129838.990722","115973.777791","129081.616103"
"Mixed","both","cave","16","M_jaw.wav","None","727.929937188","320","124490.271982","116740.241993","117506.262227","118255.950585","119023.137625","119789.278436","120556.301306","121323.309956","125256.738348","126023.199459","126772.799702","127539.634599","128306.26266","129072.689453","129838.990722","130606.17869","129847.674674"
"Mixed","both","cave","16","F_cave.wav","None","724.99653697","320","124490.271982","131373.290602","117506.262227","118255.950585","119023.137625","119789.278436","120556.301306","121323.309956","125256.738348","126023.199459","126772.799702","127539.634599","128306.26266","129072.689453","129838.990722","130606.17869","130615.717187"
"Mixed","both","cave","16","M_priest.wav","space","464.468389284","320","124490.271982","131373.290602","132139.753567","118255.950585","119023.137625","119789.278436","120556.301306","121323.309956","125256.738348","126023.199459","126772.799702","127539.634599","128306.26266","129072.689453","129838.990722","130606.17869","131383.002852"
"Mixed","both","cave","16","M_cave.wav","None","720.223888289","320","124490.271982","131373.290602","132139.753567","132889.778301","119023.137625","119789.278436","120556.301306","121323.309956","125256.738348","126023.199459","126772.799702","127539.634599","128306.26266","129072.689453","129838.990722","130606.17869","132149.933899"
"Mixed","both","cave","16","F_romp.wav","space","693.514737301","320","124490.271982","131373.290602","132139.753567","132889.778301","133655.487202","119789.278436","120556.301306","121323.309956","125256.738348","126023.199459","126772.799702","127539.634599","128306.26266","129072.689453","129838.990722","130606.17869","132898.897564"
"Mixed","both","cave","16","F_romp.wav","None","739.468141925","320","124490.271982","131373.290602","132139.753567","132889.778301","133655.487202","134422.937963","120556.301306","121323.309956","125256.738348","126023.199459","126772.799702","127539.634599","128306.26266","129072.689453","129838.990722","130606.17869","133660.287985"
"Mixed","both","cave","16","M_cave.wav","None","732.228011359","320","124490.271982","131373.290602","132139.753567","132889.778301","133655.487202","134422.937963","135189.348988","121323.309956","125256.738348","126023.199459","126772.799702","127539.634599","128306.26266","129072.689453","129838.990722","130606.17869","134432.531492"
"Mixed","both","cave","16","M_lash.wav","space","568.52308521","320","124490.271982","131373.290602","132139.753567","132889.778301","133655.487202","134422.937963","135189.348988","135955.896975","125256.738348","126023.199459","126772.799702","127539.634599","128306.26266","129072.689453","129838.990722","130606.17869","135198.857495"
"Mixed","both","done","38","M_bluff.wav","None","727.942922153","320","139089.453549","131373.290602","132139.753567","132889.778301","133655.487202","134422.937963","135189.348988","135955.896975","125256.738348","126023.199459","126772.799702","127539.634599","128306.26266","129072.689453","129838.990722","130606.17869","135965.571197"
"Mixed","both","done","38","M_park.wav","None","719.833716284","320","139089.453549","131373.290602","132139.753567","132889.778301","133655.487202","134422.937963","135189.348988","135955.896975","139839.258154","126023.199459","126772.799702","127539.634599","128306.26266","129072.689453","129838.990722","130606.17869","139099.938413"
"Mixed","both","done","38","F_done.wav","None","735.478000715","320","139089.453549","131373.290602","132139.753567","132889.778301","133655.487202","134422.937963","135189.348988","135955.896975","139839.258154","140605.796556","126772.799702","127539.634599","128306.26266","129072.689453","129838.990722","130606.17869","139848.74842"
"Mixed","both","done","38","F_cling.wav","space","608.129549772","320","139089.453549","131373.290602","132139.753567","132889.778301","133655.487202","134422.937963","135189.348988","135955.896975","139839.258154","140605.796556","141372.791293","127539.634599","128306.26266","129072.689453","129838.990722","130606.17869","140615.087717"
"Mixed","both","done","38","M_priest.wav","None","731.182400137","320","139089.453549","131373.290602","132139.753567","132889.778301","133655.487202","134422.937963","135189.348988","135955.896975","139839.258154","140605.796556","141372.791293","142139.230452","128306.26266","129072.689453","129838.990722","130606.17869","141382.605878"
"Mixed","both","done","38","F_reek.wav","None","729.646754917","320","139089.453549","131373.290602","132139.753567","132889.778301","133655.487202","134422.937963","135189.348988","135955.896975","139839.258154","140605.796556","141372.791293","142139.230452","142905.6254","129072.689453","129838.990722","130606.17869","142148.674034"
"Mixed","both","done","38","M_done.wav","None","728.404512629","320","139089.453549","131373.290602","132139.753567","132889.778301","133655.487202","134422.937963","135189.348988","135955.896975","139839.258154","140605.796556","141372.791293","142139.230452","142905.6254","143672.42165","129838.990722","130606.17869","142914.926454"
"Mixed","both","done","38","M_greet.wav","space","589.507653844","320","139089.453549","131373.290602","132139.753567","132889.778301","133655.487202","134422.937963","135189.348988","135955.896975","139839.258154","140605.796556","141372.791293","142139.230452","142905.6254","143672.42165","144438.643772","130606.17869","143681.622534"
"Mixed","both","done","38","F_bluff.wav","None","725.801923778","320","139089.453549","131373.290602","132139.753567","132889.778301","133655.487202","134422.937963","135189.348988","135955.896975","139839.258154","140605.796556","141372.791293","142139.230452","142905.6254","143672.42165","144438.643772","145206.106282","144447.744485"
"Mixed","both","done","38","M_done.wav","None","721.922155935","320","139089.453549","145972.976115","132139.753567","132889.778301","133655.487202","134422.937963","135189.348988","135955.896975","139839.258154","140605.796556","141372.791293","142139.230452","142905.6254","143672.42165","144438.643772","145206.106282","145215.988266"
"Mixed","both","done","38","F_gnash.wav","space","616.227934603","320","139089.453549","145972.976115","146722.397659","132889.778301","133655.487202","134422.937963","135189.348988","135955.896975","139839.258154","140605.796556","141372.791293","142139.230452","142905.6254","143672.42165","144438.643772","145206.106282","145982.81667"
"Mixed","both","done","38","F_done.wav","None","736.446319614","320","139089.453549","145972.976115","146722.397659","147488.504461","133655.487202","134422.937963","135189.348988","135955.896975","139839.258154","140605.796556","141372.791293","142139.230452","142905.6254","143672.42165","144438.643772","145206.106282","146731.034308"
"Mixed","both","done","38","F_priest.wav","space","453.63076264","320","139089.453549","145972.976115","146722.397659","147488.504461","148255.533515","134422.937963","135189.348988","135955.896975","139839.258154","140605.796556","141372.791293","142139.230452","142905.6254","143672.42165","144438.643772","145206.106282","147497.38288"
"Mixed","both","done","38","M_reek.wav","None","732.126603834","320","139089.453549","145972.976115","146722.397659","147488.504461","148255.533515","149022.336258","135189.348988","135955.896975","139839.258154","140605.796556","141372.791293","142139.230452","142905.6254","143672.42165","144438.643772","145206.106282","148264.598055"
