Condition,Talker,Target,Trial,current_stimulus,response_response,response_time_response,subject_nr,time_Audio1,time_Audio10,time_Audio11,time_Audio12,time_Audio13,time_Audio14,time_Audio15,time_Audio16,time_Audio2,time_Audio3,time_Audio4,time_Audio5,time_Audio6,time_Audio7,time_Audio8,time_Audio9,time_response
Blocked,Male,tile,14,M_jaw.wav,NA,NA,3411,152485.4758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blocked,Male,tile,14,M_bluff.wav,None,721.2467259,3411,152485.4758,NA,NA,NA,NA,NA,NA,NA,153252.048,NA,NA,NA,NA,NA,NA,NA,152499.9083
Blocked,Male,tile,14,M_cad.wav,None,725.9489559,3411,152485.4758,NA,NA,NA,NA,NA,NA,NA,153252.048,154018.7029,NA,NA,NA,NA,NA,NA,153262.2394
Blocked,Male,tile,14,M_romp.wav,None,726.4065337,3411,152485.4758,NA,NA,NA,NA,NA,NA,NA,153252.048,154018.7029,154785.3218,NA,NA,NA,NA,NA,154028.7881
Blocked,Male,tile,14,M_tile.wav,None,727.2944818,3411,152485.4758,NA,NA,NA,NA,NA,NA,NA,153252.048,154018.7029,154785.3218,155552.2747,NA,NA,NA,NA,154795.0519
Blocked,Male,tile,14,M_knife.wav,space,495.9703786,3411,152485.4758,NA,NA,NA,NA,NA,NA,NA,153252.048,154018.7029,154785.3218,155552.2747,156318.791,NA,NA,NA,155562.4271
Blocked,Male,tile,14,M_lash.wav,None,728.1870679,3411,152485.4758,NA,NA,NA,NA,NA,NA,NA,153252.048,154018.7029,154785.3218,155552.2747,156318.791,157085.4817,NA,NA,156328.7387
Blocked,Male,tile,14,M_tile.wav,None,728.6458821,3411,152485.4758,NA,NA,NA,NA,NA,NA,NA,153252.048,154018.7029,154785.3218,155552.2747,156318.791,157085.4817,157852.05,NA,157095.2368
Blocked,Male,tile,14,M_depth.wav,space,629.0868572,3411,152485.4758,NA,NA,NA,NA,NA,NA,NA,153252.048,154018.7029,154785.3218,155552.2747,156318.791,157085.4817,157852.05,158618.8297,157861.2992
Blocked,Male,tile,14,M_tile.wav,None,725.674409,3411,152485.4758,159386.0426,NA,NA,NA,NA,NA,NA,153252.048,154018.7029,154785.3218,155552.2747,156318.791,157085.4817,157852.05,158618.8297,158628.4932
Blocked,Male,tile,14,M_jolt.wav,space,430.1382345,3411,152485.4758,159386.0426,160152.9605,NA,NA,NA,NA,NA,153252.048,154018.7029,154785.3218,155552.2747,156318.791,157085.4817,157852.05,158618.8297,159396.2147
Blocked,Male,tile,14,M_lash.wav,None,721.3286571,3411,152485.4758,159386.0426,160152.9605,160902.9277,NA,NA,NA,NA,153252.048,154018.7029,154785.3218,155552.2747,156318.791,157085.4817,157852.05,158618.8297,160162.9846
