Condition,Talker,Target,Trial,current_stimulus,response_response,response_time_response,subject_nr,time_Audio1,time_Audio10,time_Audio11,time_Audio12,time_Audio13,time_Audio14,time_Audio15,time_Audio16,time_Audio2,time_Audio3,time_Audio4,time_Audio5,time_Audio6,time_Audio7,time_Audio8,time_Audio9,time_response,title
Blocked,Female,done,19,F_bluff.wav,NA,NA,4340,39759.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mapping
Blocked,Female,done,19,F_knife.wav,space,0.021934291,4340,39759.949,NA,NA,NA,NA,NA,NA,NA,40527.61858,NA,NA,NA,NA,NA,NA,NA,39769.83145,Mapping
Blocked,Female,done,19,F_depth.wav,space,0.033953082,4340,39759.949,NA,NA,NA,NA,NA,NA,NA,40527.61858,41294.5499,NA,NA,NA,NA,NA,NA,40531.37145,Mapping
Blocked,Female,done,19,F_done.wav,None,734.1311406,4340,39759.949,NA,NA,NA,NA,NA,NA,NA,40527.61858,41294.5499,42061.63476,NA,NA,NA,NA,NA,41297.94731,Mapping
Blocked,Female,done,19,F_park.wav,None,736.2644759,4340,39759.949,NA,NA,NA,NA,NA,NA,NA,40527.61858,41294.5499,42061.63476,42828.7695,NA,NA,NA,NA,42064.4724,Mapping
Blocked,Female,done,19,F_dime.wav,space,394.8461024,4340,39759.949,NA,NA,NA,NA,NA,NA,NA,40527.61858,41294.5499,42061.63476,42828.7695,43596.10315,NA,NA,NA,42831.68375,Mapping
Blocked,Female,done,19,F_lash.wav,None,739.2980185,4340,39759.949,NA,NA,NA,NA,NA,NA,NA,40527.61858,41294.5499,42061.63476,42828.7695,43596.10315,44363.21415,NA,NA,43599.12407,Mapping
Blocked,Female,done,19,F_depth.wav,None,741.0146022,4340,39759.949,NA,NA,NA,NA,NA,NA,NA,40527.61858,41294.5499,42061.63476,42828.7695,43596.10315,44363.21415,45130.50032,NA,44366.23327,Mapping
Blocked,Female,done,19,F_done.wav,None,742.3916551,4340,39759.949,NA,NA,NA,NA,NA,NA,NA,40527.61858,41294.5499,42061.63476,42828.7695,43596.10315,44363.21415,45130.50032,45914.75643,45133.64654,Mapping
Blocked,Female,done,19,F_park.wav,None,726.6425329,4340,39759.949,46681.9741,NA,NA,NA,NA,NA,NA,40527.61858,41294.5499,42061.63476,42828.7695,43596.10315,44363.21415,45130.50032,45914.75643,45917.98017,Mapping
Blocked,Female,done,19,F_done.wav,None,728.7280935,4340,39759.949,46681.9741,47449.02981,NA,NA,NA,NA,NA,40527.61858,41294.5499,42061.63476,42828.7695,43596.10315,44363.21415,45130.50032,45914.75643,46684.73001,Mapping
Blocked,Female,done,19,F_jolt.wav,None,730.6859544,4340,39759.949,46681.9741,47449.02981,48216.08162,NA,NA,NA,NA,40527.61858,41294.5499,42061.63476,42828.7695,43596.10315,44363.21415,45130.50032,45914.75643,47452.06426,Mapping
Blocked,Female,done,19,F_depth.wav,space,389.6765203,4340,39759.949,46681.9741,47449.02981,48216.08162,48983.41137,NA,NA,NA,40527.61858,41294.5499,42061.63476,42828.7695,43596.10315,44363.21415,45130.50032,45914.75643,48218.86908,Mapping
Blocked,Female,done,19,F_knife.wav,None,733.6984642,4340,39759.949,46681.9741,47449.02981,48216.08162,48983.41137,49750.55902,NA,NA,40527.61858,41294.5499,42061.63476,42828.7695,43596.10315,44363.21415,45130.50032,45914.75643,48986.24119,Mapping
Blocked,Female,done,19,F_done.wav,None,735.2542966,4340,39759.949,46681.9741,47449.02981,48216.08162,48983.41137,49750.55902,50517.80704,NA,40527.61858,41294.5499,42061.63476,42828.7695,43596.10315,44363.21415,45130.50032,45914.75643,49753.3612,Mapping
Blocked,Female,done,19,F_cad.wav,space,391.829987,4340,39759.949,46681.9741,47449.02981,48216.08162,48983.41137,49750.55902,50517.80704,51285.41502,40527.61858,41294.5499,42061.63476,42828.7695,43596.10315,44363.21415,45130.50032,45914.75643,50520.68945,Mapping
Blocked,Female,cave,10,F_jolt.wav,None,737.8761956,4340,54454.42144,46681.9741,47449.02981,48216.08162,48983.41137,49750.55902,50517.80704,51285.41502,40527.61858,41294.5499,42061.63476,42828.7695,43596.10315,44363.21415,45130.50032,45914.75643,51288.68443,Mapping
Blocked,Female,cave,10,F_cave.wav,None,731.2880958,4340,54454.42144,46681.9741,47449.02981,48216.08162,48983.41137,49750.55902,50517.80704,51285.41502,55221.19502,41294.5499,42061.63476,42828.7695,43596.10315,44363.21415,45130.50032,45914.75643,54457.76838,Mapping
Blocked,Female,cave,10,F_knife.wav,space,617.40435,4340,54454.42144,46681.9741,47449.02981,48216.08162,48983.41137,49750.55902,50517.80704,51285.41502,55221.19502,55988.8048,42061.63476,42828.7695,43596.10315,44363.21415,45130.50032,45914.75643,55224.10867,Mapping
Blocked,Female,cave,10,F_cad.wav,None,735.0085123,4340,54454.42144,46681.9741,47449.02981,48216.08162,48983.41137,49750.55902,50517.80704,51285.41502,55221.19502,55988.8048,56755.95276,42828.7695,43596.10315,44363.21415,45130.50032,45914.75643,55991.75541,Mapping
Blocked,Female,cave,10,F_cling.wav,None,736.1656213,4340,54454.42144,46681.9741,47449.02981,48216.08162,48983.41137,49750.55902,50517.80704,51285.41502,55221.19502,55988.8048,56755.95276,57522.81888,43596.10315,44363.21415,45130.50032,45914.75643,56759.50221,Mapping
Blocked,Female,cave,10,F_depth.wav,None,739.0351075,4340,54454.42144,46681.9741,47449.02981,48216.08162,48983.41137,49750.55902,50517.80704,51285.41502,55221.19502,55988.8048,56755.95276,57522.81888,58290.03955,44363.21415,45130.50032,45914.75643,57525.62917,Mapping
Blocked,Female,cave,10,F_priest.wav,None,740.937682,4340,54454.42144,46681.9741,47449.02981,48216.08162,48983.41137,49750.55902,50517.80704,51285.41502,55221.19502,55988.8048,56755.95276,57522.81888,58290.03955,59057.3086,45130.50032,45914.75643,58292.59775,Mapping
Blocked,Female,cave,10,F_priest.wav,None,742.4667726,4340,54454.42144,46681.9741,47449.02981,48216.08162,48983.41137,49750.55902,50517.80704,51285.41502,55221.19502,55988.8048,56755.95276,57522.81888,58290.03955,59057.3086,59841.61128,45914.75643,59059.85658,Mapping
Blocked,Female,cave,10,F_romp.wav,None,726.810796,4340,54454.42144,46681.9741,47449.02981,48216.08162,48983.41137,49750.55902,50517.80704,51285.41502,55221.19502,55988.8048,56755.95276,57522.81888,58290.03955,59057.3086,59841.61128,60608.65287,59844.31821,Mapping
Blocked,Female,cave,10,F_depth.wav,None,728.4937271,4340,54454.42144,61376.00935,47449.02981,48216.08162,48983.41137,49750.55902,50517.80704,51285.41502,55221.19502,55988.8048,56755.95276,57522.81888,58290.03955,59057.3086,59841.61128,60608.65287,60611.67169,Mapping
Blocked,Female,cave,10,F_cave.wav,None,729.7629113,4340,54454.42144,61376.00935,62142.85564,48216.08162,48983.41137,49750.55902,50517.80704,51285.41502,55221.19502,55988.8048,56755.95276,57522.81888,58290.03955,59057.3086,59841.61128,60608.65287,61378.94314,Mapping
Blocked,Female,cave,10,F_reek.wav,space,389.9532529,4340,54454.42144,61376.00935,62142.85564,62910.1343,48983.41137,49750.55902,50517.80704,51285.41502,55221.19502,55988.8048,56755.95276,57522.81888,58290.03955,59057.3086,59841.61128,60608.65287,62145.61546,Mapping
Blocked,Female,cave,10,F_cave.wav,None,732.9785386,4340,54454.42144,61376.00935,62142.85564,62910.1343,63677.25312,49750.55902,50517.80704,51285.41502,55221.19502,55988.8048,56755.95276,57522.81888,58290.03955,59057.3086,59841.61128,60608.65287,62913.03834,Mapping
Blocked,Female,cave,10,F_lash.wav,space,531.5346012,4340,54454.42144,61376.00935,62142.85564,62910.1343,63677.25312,64444.87311,50517.80704,51285.41502,55221.19502,55988.8048,56755.95276,57522.81888,58290.03955,59057.3086,59841.61128,60608.65287,63680.03066,Mapping
Blocked,Female,cave,10,F_cave.wav,None,735.4105408,4340,54454.42144,61376.00935,62142.85564,62910.1343,63677.25312,64444.87311,65212.17732,51285.41502,55221.19502,55988.8048,56755.95276,57522.81888,58290.03955,59057.3086,59841.61128,60608.65287,64448.19962,Mapping
Blocked,Female,cave,10,F_jaw.wav,None,737.4558385,4340,54454.42144,61376.00935,62142.85564,62910.1343,63677.25312,64444.87311,65212.17732,65979.33069,55221.19502,55988.8048,56755.95276,57522.81888,58290.03955,59057.3086,59841.61128,60608.65287,65215.48339,Mapping
Blocked,Female,tile,15,F_bluff.wav,None,739.0912953,4340,69115.04656,61376.00935,62142.85564,62910.1343,63677.25312,64444.87311,65212.17732,65979.33069,55221.19502,55988.8048,56755.95276,57522.81888,58290.03955,59057.3086,59841.61128,60608.65287,65982.70676,Mapping
Blocked,Female,tile,15,F_jaw.wav,space,0.034854491,4340,69115.04656,61376.00935,62142.85564,62910.1343,63677.25312,64444.87311,65212.17732,65979.33069,69881.81894,55988.8048,56755.95276,57522.81888,58290.03955,59057.3086,59841.61128,60608.65287,69118.23755,Mapping
Blocked,Female,tile,15,F_cling.wav,None,733.6912529,4340,69115.04656,61376.00935,62142.85564,62910.1343,63677.25312,64444.87311,65212.17732,65979.33069,69881.81894,70649.03991,56755.95276,57522.81888,58290.03955,59057.3086,59841.61128,60608.65287,69884.96636,Mapping
Blocked,Female,tile,15,F_tile.wav,None,736.4435559,4340,69115.04656,61376.00935,62142.85564,62910.1343,63677.25312,64444.87311,65212.17732,65979.33069,69881.81894,70649.03991,71416.2708,57522.81888,58290.03955,59057.3086,59841.61128,60608.65287,70651.62605,Mapping
Blocked,Female,tile,15,F_jaw.wav,space,323.1212678,4340,69115.04656,61376.00935,62142.85564,62910.1343,63677.25312,64444.87311,65212.17732,65979.33069,69881.81894,70649.03991,71416.2708,72183.39742,58290.03955,59057.3086,59841.61128,60608.65287,71419.39118,Mapping
Blocked,Female,tile,15,F_tile.wav,None,740.6816817,4340,69115.04656,61376.00935,62142.85564,62910.1343,63677.25312,64444.87311,65212.17732,65979.33069,69881.81894,70649.03991,71416.2708,72183.39742,72950.7497,59057.3086,59841.61128,60608.65287,72186.02473,Mapping
